id,pl,pw,sl,sw
4202,4.8,2.8,1.4,0.3
4203,4.7,3,1.3,0.1
4204,4.5,3,1.5,0.3
4205,5,3.5,1.3,0.2
4206,5.3,3.9,1.5,0.5
4207,4.5,3.4,1.5,0.2
4208,4.9,3.4,1.5,0.3
4209,4.2,2.9,1.5,0.2
4210,5,3,1.5,0.1
4211,5.3,3.7,1.4,0.2
4212,4.8,3.3,1.6,0.3
4213,4.8,3.1,1.3,0.2
4214,4.3,2.8,1.1,0.2
4215,5.6,4,1.1,0.2
4216,5.6,4.4,1.6,0.4
4217,5.4,3.9,1.2,0.4
4218,5.2,3.5,1.2,0.4
4219,5.7,3.6,1.6,0.3
4220,5,3.8,1.4,0.3
4221,5.2,3.4,1.6,0.1
4222,5,3.8,1.6,0.5
4223,4.5,3.5,1,0.2
4224,5.1,3.2,1.6,0.6
4225,4.6,3.3,1.7,0.4
4226,4.9,2.9,1.7,0.3
4227,5,3.3,1.5,0.3
4228,5.1,3.3,1.3,0.1
4229,5.3,3.4,1.3,0.3
4230,4.6,3,1.6,0.2
4231,4.7,3.1,1.6,0.4
4232,5.3,3.3,1.5,0.4
4233,5.1,4.1,1.5,0.1
4234,5.4,4.1,1.3,0.1
4235,4.8,3.1,1.4,0.3
4236,4.9,3.1,1.1,0.3
4237,5.4,3.5,1.4,0.2
4238,4.9,3,1.5,0.2
4239,4.4,2.9,1.4,0.2
4240,5,3.3,1.4,0.3
4241,5,3.4,1.2,0.5
4242,4.3,2.3,1.2,0.4
4243,4.4,3.1,1.3,0.3
4244,4.8,3.5,1.5,0.6
4245,5,3.8,1.8,0.4
4246,4.8,2.8,1.3,0.2
4247,5.2,3.7,1.5,0.1
4248,4.6,3,1.3,0.2
4249,5.2,3.6,1.4,0.4
4250,4.9,3.3,1.3,0.3
4251,6.9,3,4.6,1.5
4252,6.4,3.1,4.4,1.5
4253,6.8,3.2,4.8,1.6
4254,5.3,2.3,3.9,1.3
4255,6.4,2.8,4.6,1.6
4256,5.7,2.8,4.5,1.4
4257,6.1,3.3,4.7,1.5
4258,4.9,2.4,3.3,1.1
4259,6.6,2.8,4.6,1.4
4260,5.1,2.8,3.8,1.4
4261,4.9,2.1,3.3,0.9
4262,5.8,3.1,4.2,1.7
4263,6.1,2,3.9,1.1
4264,6,3,4.6,1.5
4265,5.5,2.8,3.6,1.4
4266,6.6,3.2,4.4,1.4
4267,5.5,2.8,4.4,1.5
4268,5.8,2.7,4,1
4269,6.2,2.2,4.5,1.6
4270,5.5,2.4,3.8,1.1
4271,5.8,3,4.7,1.8
4272,6.2,2.8,4,1.3
4273,6.2,2.4,4.9,1.6
4274,6.1,2.7,4.6,1.2
4275,6.4,2.9,4.3,1.4
4276,6.5,3,4.4,1.5
4277,6.8,2.7,4.8,1.5
4278,6.6,2.9,5,1.7
4279,5.9,2.8,4.3,1.6
4280,5.7,2.4,3.4,0.9
4281,5.5,2.3,3.8,1.2
4282,5.5,2.4,3.7,1.1
4283,5.8,2.7,3.9,1.2
4284,6,2.7,5,1.6
4285,5.3,2.9,4.5,1.4
4286,6,3.2,4.4,1.5
4287,6.7,3,4.7,1.4
4288,6.2,2.3,4.3,1.5
4289,5.6,3,4.1,1.3
4290,5.5,2.4,4,1.4
4291,5.5,2.6,4.4,1.4
4292,6.1,3,4.6,1.5
4293,5.6,2.6,4.1,1.3
4294,4.8,2.1,3.2,1.1
4295,5.5,2.7,4.1,1.3
4296,5.6,2.9,4,1.2
4297,5.7,2.9,4.2,1.3
4298,6.1,2.9,4.2,1.2
4299,5,2.4,2.9,1.1
4300,5.7,2.8,4.2,1.3
4301,6.3,3.2,6,2.5
4302,5.8,2.6,4.9,2
4303,6.9,2.9,6,2.1
4304,6.2,2.9,5.6,1.8
4305,6.3,3,5.7,2.3
4306,7.4,3,6.6,2.1
4307,4.8,2.6,4.5,1.7
4308,7.3,2.7,6.2,1.9
4309,6.8,2.3,5.7,2
4310,7.1,3.6,5.9,2.6
4311,6.5,3.3,5,2
4312,6.4,2.6,5.4,1.8
4313,6.7,2.9,5.5,2.2
4314,5.7,2.5,4.8,2.1
4315,5.7,2.8,5,2.4
4316,6.4,3.2,5.1,2.3
4317,6.4,2.9,5.6,1.8
4318,7.6,3.7,6.5,2.4
4319,7.6,2.6,6.8,2.2
4320,6,2.1,4.9,1.6
4321,7,3.2,5.6,2.4
4322,5.5,2.8,4.7,2.1
4323,7.6,2.7,6.7,2
4324,6.4,2.7,5,1.7
4325,6.6,3.2,5.6,2.2
4326,7.2,3.3,5.9,1.8
4327,6.2,2.7,4.8,1.8
4328,6,3.1,4.7,1.8
4329,6.4,2.7,5.4,2.1
4330,7.3,2.8,5.8,1.8
4331,7.4,2.8,6.1,2
4332,7.9,3.8,6.4,2
4333,6.3,2.9,5.5,2.3
4334,6.2,2.7,5,1.6
4335,6,2.6,5.7,1.6
4336,7.7,2.9,6.1,2.4
4337,6.2,3.3,5.6,2.3
4338,6.3,3.1,5.4,1.8
4339,6.1,3,4.8,1.8
4340,6.8,3,5.4,2.3
4341,6.6,3.1,5.5,2.4
4342,7,3,5,2.3
4343,5.8,2.8,5.1,1.9
4344,6.8,3.1,5.8,2.3
4345,6.7,3.3,5.6,2.6
4346,6.6,3,5.2,2.3
4347,6.2,2.4,5,1.9
4348,6.5,2.9,5.3,1.9
4349,6.1,3.4,5.4,2.5
4350,5.8,3.1,5,2
4351,5.1,3.3,1.4,0.3
4352,4.9,2.9,1.4,0.4
4353,4.6,3.2,1.2,0.3
4354,4.6,3,1.4,0.2
4355,4.9,3.6,1.4,0.2
4356,5.3,3.8,1.7,0.5
4357,4.6,3.4,1.3,0.4
4358,4.8,3.4,1.6,0.4
4359,4.5,2.7,1.2,0.2
4360,4.8,3,1.5,0.1
4361,5.4,3.7,1.6,0.2
4362,4.7,3.4,1.6,0.1
4363,4.8,3,1.3,0.1
4364,4.2,3.1,1,0.1
4365,5.7,4,1.1,0.4
4366,5.7,4.4,1.5,0.5
4367,5.3,3.9,1.3,0.6
4368,4.9,3.4,1.4,0.4
4369,5.7,3.7,1.7,0.4
4370,5.2,3.7,1.5,0.3
4371,5.5,3.4,1.5,0.3
4372,5,3.6,1.5,0.4
4373,4.6,3.6,0.9,0.2
4374,4.9,3.2,1.5,0.6
4375,4.7,3.3,1.9,0.3
4376,4.8,3,1.7,0.3
4377,4.9,3.2,1.5,0.5
4378,5.1,3.5,1.4,0.3
4379,5.1,3.4,1.4,0.2
4380,4.7,3.1,1.5,0.2
4381,4.8,3.1,1.6,0.3
4382,5.3,3.4,1.3,0.5
4383,5,4,1.4,0.1
4384,5.5,4.1,1.4,0.2
4385,4.9,3.2,1.4,0.1
4386,5,3.1,1.1,0.2
4387,5.5,3.5,1.2,0.3
4388,4.8,3.1,1.5,0.1
4389,4.3,3,1.3,0.3
4390,5,3.2,1.5,0.3
4391,4.9,3.5,1.2,0.4
4392,4.4,2.2,1.2,0.3
4393,4.3,3.2,1.1,0.2
4394,4.9,3.5,1.6,0.7
4395,5,3.8,1.8,0.3
4396,4.7,2.9,1.5,0.3
4397,5,3.7,1.5,0.1
4398,4.5,3,1.3,0.2
4399,5.2,3.7,1.6,0.1
4400,4.9,3.3,1.2,0.2
4401,7,3.1,4.7,1.6
4402,6.4,3.2,4.5,1.6
4403,6.9,3.1,4.8,1.6
4404,5.4,2.2,4,1.3
4405,6.5,2.8,4.5,1.7
4406,5.8,2.9,4.5,1.4
4407,6.2,3.2,4.7,1.6
4408,4.9,2.4,3.3,1.1
4409,6.5,2.8,4.6,1.3
4410,5,2.7,3.9,1.4
4411,5,2,3.4,1.1
4412,5.7,2.9,4.1,1.6
4413,5.8,2.3,4,1
4414,6.1,2.7,4.7,1.5
4415,5.5,2.9,3.5,1.5
4416,6.8,2.9,4.3,1.5
4417,5.6,3,4.4,1.5
4418,5.8,2.5,4,1
4419,6.1,2.1,4.5,1.5
4420,5.6,2.3,3.9,1
4421,5.9,3.1,4.9,1.9
4422,6.2,2.9,3.8,1.3
4423,6.2,2.3,4.9,1.6
4424,6,2.8,4.7,1.3
4425,6.4,2.8,4.3,1.2
4426,6.5,3,4.4,1.5
4427,6.6,2.7,4.6,1.5
4428,6.5,3,4.8,1.8
4429,6.1,2.9,4.6,1.6
4430,5.6,2.6,3.4,1.1
4431,5.4,2.4,3.8,1.1
4432,5.3,2.3,3.5,1
4433,5.7,2.7,3.7,1.4
4434,6,2.7,5,1.6
4435,5.3,3.1,4.5,1.6
4436,5.9,3.4,4.6,1.6
4437,6.6,3,4.7,1.5
4438,6.2,2.2,4.3,1.3
4439,5.6,2.8,4.2,1.4
4440,5.5,2.4,4,1.5
4441,5.6,2.5,4.4,1.2
4442,6,2.9,4.6,1.4
4443,5.8,2.5,3.9,1.3
4444,5.1,2.3,3.2,1
4445,5.7,2.7,4.1,1.3
4446,5.6,2.9,4.2,1.3
4447,5.7,3,4.2,1.4
4448,6.1,2.8,4.2,1.4
4449,4.9,2.5,2.9,1.3
4450,5.6,2.8,3.9,1.4
4451,6.3,3.2,6,2.6
4452,5.8,2.6,5.1,1.9
4453,7,2.9,5.7,2.2
4454,6.2,2.8,5.6,1.9
4455,6.6,2.8,5.7,2.2
4456,7.7,3,6.5,2.1
4457,4.8,2.5,4.4,1.7
4458,7.3,2.9,6.3,1.9
4459,6.7,2.6,5.8,1.8
4460,7,3.6,6.1,2.5
4461,6.4,3.2,4.9,2.1
4462,6.4,2.8,5.2,2
4463,6.8,3,5.4,2.1
4464,5.7,2.5,5.1,2
4465,5.9,2.7,4.9,2.5
4466,6.5,3.1,5.3,2.3
4467,6.5,2.8,5.5,1.8
4468,7.7,3.8,6.6,2.3
4469,7.7,2.6,7,2.4
4470,6,2.3,4.9,1.6
4471,7,3,5.7,2.4
4472,5.5,2.7,4.7,1.9
4473,7.6,2.8,6.7,2
4474,6.2,2.7,4.8,2
4475,6.7,3.2,5.6,2.2
4476,7.3,3.3,6,1.8
4477,6.1,2.7,4.9,1.9
4478,6,2.9,4.9,1.9
4479,6.4,2.7,5.7,2.1
4480,7.1,3,5.7,1.7
4481,7.4,2.8,6.2,1.9
4482,7.9,3.9,6.4,2.1
4483,6.2,2.8,5.6,2.3
4484,6.4,2.8,5.1,1.6
4485,6.1,2.5,5.6,1.4
4486,7.8,3,6.1,2.5
4487,6.1,3.4,5.4,2.4
4488,6.5,3,5.4,1.9
4489,6,3.1,4.7,1.7
4490,6.9,3,5.4,2
4491,6.6,3.2,5.5,2.3
4492,6.9,3.1,5.1,2.4
4493,5.7,2.7,5.1,1.9
4494,6.7,3.2,5.7,2.4
4495,6.7,3.2,5.7,2.7
4496,6.6,3,5.2,2.4
4497,6.3,2.6,4.8,1.9
4498,6.5,2.9,5.1,2
4499,6.3,3.5,5.2,2.3
4500,5.8,2.9,5.1,1.9
4501,5.1,3.5,1.3,0.2
4502,4.9,3,1.3,0.1
4503,4.5,3,1.2,0.2
4504,4.5,3,1.4,0.2
4505,5,3.4,1.4,0.3
4506,5.3,3.8,1.7,0.5
4507,4.5,3.4,1.4,0.4
4508,5,3.3,1.5,0.2
4509,4.4,2.9,1.3,0.3
4510,4.9,3.1,1.3,0.1
4511,5.3,3.6,1.4,0.2
4512,4.8,3.2,1.7,0.2
4513,4.8,3.1,1.4,0.3
4514,4.3,3,1.1,0.2
4515,5.8,3.9,1.1,0.2
4516,5.5,4.3,1.5,0.4
4517,5.5,3.9,1.3,0.4
4518,5.1,3.5,1.3,0.2
4519,5.6,3.8,1.6,0.3
4520,5,3.8,1.5,0.4
4521,5.3,3.4,1.7,0.2
4522,5,3.6,1.4,0.5
4523,4.5,3.6,0.9,0.1
4524,5,3.4,1.7,0.6
4525,4.6,3.4,1.9,0.2
4526,5.1,3.1,1.7,0.3
4527,5,3.2,1.6,0.3
4528,5.1,3.3,1.6,0.3
4529,5.2,3.3,1.5,0.2
4530,4.7,3.2,1.6,0.2
4531,4.9,3.2,1.6,0.3
4532,5.5,3.3,1.4,0.4
4533,5.1,4.1,1.3,0.1
4534,5.3,4.2,1.5,0.3
4535,4.9,3,1.5,0.2
4536,4.8,3.2,1.2,0.3
4537,5.3,3.6,1.3,0.2
4538,4.9,3.1,1.5,0.2
4539,4.4,2.9,1.3,0.2
4540,4.9,3.3,1.5,0.3
4541,5,3.3,1.2,0.4
4542,4.4,2.2,1.3,0.2
4543,4.3,3.3,1.2,0.2
4544,4.9,3.4,1.5,0.6
4545,5.1,3.8,1.9,0.5
4546,4.9,3,1.5,0.4
4547,5,3.8,1.5,0.1
4548,4.6,3.3,1.4,0.3
4549,5.2,3.6,1.5,0.2
4550,4.9,3.3,1.3,0.3
4551,7,3.1,4.7,1.5
4552,6.5,3.1,4.4,1.5
4553,6.9,3,4.9,1.5
4554,5.5,2.3,3.9,1.4
4555,6.6,2.8,4.5,1.5
4556,5.6,2.7,4.3,1.2
4557,6.2,3.3,4.7,1.6
4558,4.9,2.3,3.2,1.1
4559,6.6,3,4.5,1.2
4560,5.2,2.6,3.8,1.4
4561,5,2,3.3,1.1
4562,5.9,2.9,4.2,1.6
4563,6.1,2.2,3.9,1
4564,6,2.8,4.8,1.6
4565,5.6,3,3.6,1.4
4566,6.7,3,4.2,1.5
4567,5.5,2.9,4.6,1.6
4568,5.8,2.5,4.1,1.2
4569,6.2,2.1,4.5,1.4
4570,5.5,2.5,3.7,1.1
4571,5.9,3.2,4.8,1.9
4572,6,2.8,3.9,1.4
4573,6.2,2.5,4.9,1.6
4574,6,2.9,4.7,1.4
4575,6.3,2.9,4.4,1.2
4576,6.6,2.9,4.3,1.5
4577,6.7,2.9,4.7,1.4
4578,6.7,2.9,5,1.9
4579,5.9,2.8,4.3,1.6
4580,5.7,2.6,3.6,1.1
4581,5.5,2.3,3.6,1.2
4582,5.5,2.3,3.8,1.2
4583,5.8,2.6,3.8,1.4
4584,6.1,2.7,5,1.6
4585,5.3,3,4.4,1.5
4586,5.9,3.4,4.3,1.7
4587,6.7,3.1,4.6,1.5
4588,6.2,2.3,4.3,1.3
4589,5.5,2.9,4,1.4
4590,5.4,2.5,4.1,1.5
4591,5.6,2.7,4.5,1.1
4592,6,3,4.6,1.4
4593,5.7,2.4,3.9,1.2
4594,4.8,2.2,3.1,1
4595,5.6,2.6,4.2,1.4
4596,5.6,3.1,4.3,1.3
4597,5.5,2.8,4.1,1.4
4598,6.2,2.8,4.2,1.5
4599,5,2.5,2.9,1.1
4600,5.7,2.8,4,1.3
4601,6.2,3.2,5.9,2.6
4602,5.7,2.6,5.1,2
4603,7.1,2.9,5.9,2.1
4604,6.1,3,5.5,1.9
4605,6.4,2.9,5.9,2.4
4606,7.6,2.8,6.7,2.2
4607,5,2.4,4.3,1.6
4608,7.1,2.8,6.3,1.9
4609,6.5,2.4,5.8,1.9
4610,7.1,3.5,6,2.6
4611,6.5,3.1,5.2,2
4612,6.3,2.7,5.3,2
4613,6.7,2.9,5.3,2.1
4614,5.5,2.5,4.9,2
4615,5.7,2.8,5.1,2.4
4616,6.3,3.2,5.2,2.4
4617,6.4,2.9,5.5,1.9
4618,7.7,3.7,6.7,2.3
4619,7.6,2.4,6.9,2.3
4620,6.1,2.2,4.9,1.6
4621,7,3.1,5.7,2.2
4622,5.6,2.9,4.9,2
4623,7.7,2.9,6.7,2.1
4624,6.3,2.6,4.9,1.9
4625,6.7,3.3,5.6,2.2
4626,7.1,3.3,6,1.9
4627,6.2,2.7,4.7,1.8
4628,6.1,2.9,4.9,1.9
4629,6.4,2.6,5.5,2.2
4630,7.1,3,5.8,1.6
4631,7.3,2.8,6.1,2
4632,8,3.7,6.3,2
4633,6.5,2.7,5.5,2.3
4634,6.2,2.6,4.9,1.5
4635,5.9,2.5,5.5,1.4
4636,7.7,3,6.1,2.4
4637,6.3,3.3,5.5,2.5
4638,6.4,3,5.4,1.9
4639,6,3,4.7,1.9
4640,6.8,3.1,5.5,2.2
4641,6.7,3,5.6,2.4
4642,6.9,3,5.1,2.2
4643,5.7,2.5,5.1,1.9
4644,6.7,3,5.7,2.5
4645,6.7,3.3,5.5,2.6
4646,6.6,2.8,5.2,2.4
4647,6.1,2.5,5,1.8
4648,6.5,3.1,5,2
4649,6.1,3.4,5.4,2.2
4650,5.9,3,4.9,1.9
4651,5.1,3.5,1.3,0.2
4652,4.9,3,1.4,0.3
4653,4.6,3.2,1.1,0.2
4654,4.5,3,1.4,0.2
4655,5,3.6,1.4,0.2
4656,5.4,3.9,1.6,0.3
4657,4.5,3.3,1.3,0.5
4658,4.8,3.3,1.5,0.3
4659,4.4,3,1.3,0.3
4660,4.9,3.1,1.5,0.1
4661,5.3,3.6,1.5,0.3
4662,4.7,3.3,1.5,0.2
4663,4.6,2.9,1.4,0.2
4664,4.1,2.9,1,0.2
4665,5.9,3.9,1.1,0.1
4666,5.5,4.3,1.5,0.5
4667,5.3,4,1.4,0.6
4668,4.9,3.4,1.2,0.3
4669,5.5,3.6,1.6,0.5
4670,5,3.8,1.5,0.4
4671,5.5,3.3,1.6,0.2
4672,5.1,3.6,1.4,0.5
4673,4.7,3.5,1.1,0.3
4674,5.1,3.4,1.6,0.7
4675,4.7,3.4,1.9,0.3
4676,4.8,3,1.5,0.2
4677,4.9,3.4,1.6,0.5
4678,5.2,3.5,1.4,0.2
4679,5.2,3.4,1.4,0.3
4680,4.7,3,1.5,0.3
4681,4.7,2.9,1.6,0.2
4682,5.2,3.3,1.4,0.4
4683,5.1,4,1.4,0.2
4684,5.5,4.1,1.3,0.3
4685,4.8,3.1,1.4,0.2
4686,5,3.1,1.2,0.3
4687,5.4,3.4,1.2,0.1
4688,4.9,3,1.4,0.1
4689,4.3,2.8,1.3,0.3
4690,5,3.2,1.6,0.3
4691,4.9,3.5,1.3,0.3
4692,4.4,2.3,1.1,0.4
4693,4.3,3.1,1.1,0.2
4694,5,3.4,1.5,0.6
4695,5,3.8,1.7,0.5
4696,4.7,3,1.3,0.3
4697,5,3.7,1.5,0.1
4698,4.5,3.2,1.4,0.2
4699,5.3,3.6,1.5,0.4
4700,4.9,3.2,1.3,0.2
4701,7,3.1,4.5,1.3
4702,6.5,3.2,4.4,1.5
4703,6.9,3,4.9,1.6
4704,5.5,2.2,4,1.4
4705,6.5,2.7,4.7,1.4
4706,5.7,2.9,4.5,1.3
4707,6.3,3.1,4.7,1.5
4708,4.9,2.3,3.2,1.1
4709,6.6,2.7,4.6,1.4
4710,5.1,2.7,4,1.5
4711,4.9,1.8,3.4,1.1
4712,5.9,3.1,4,1.5
4713,5.9,2.3,3.9,1.1
4714,5.9,2.9,4.6,1.5
4715,5.6,2.9,3.6,1.4
4716,6.7,3,4.3,1.5
4717,5.6,2.9,4.5,1.6
4718,5.8,2.6,4.1,1.1
4719,6.1,2.1,4.3,1.5
4720,5.5,2.4,3.7,1.1
4721,5.8,3.1,4.8,2
4722,6.2,2.7,3.8,1.3
4723,6.2,2.5,4.8,1.6
4724,5.9,2.7,4.7,1.2
4725,6.4,2.8,4.3,1.3
4726,6.7,3.1,4.5,1.6
4727,6.8,2.8,4.7,1.4
4728,6.6,2.9,4.9,1.8
4729,6,2.8,4.4,1.6
4730,5.7,2.4,3.5,0.9
4731,5.5,2.4,3.7,1.3
4732,5.5,2.3,3.7,1
4733,5.7,2.5,3.8,1.2
4734,6,2.7,5.2,1.8
4735,5.5,3.1,4.5,1.6
4736,5.9,3.4,4.6,1.6
4737,6.6,3,4.8,1.5
4738,6.2,2.2,4.5,1.3
4739,5.7,2.8,4.1,1.4
4740,5.4,2.4,4,1.3
4741,5.3,2.5,4.4,1.2
4742,6,2.8,4.6,1.5
4743,5.8,2.5,4.1,1.2
4744,5,2.3,3.3,1
4745,5.4,2.5,4.1,1.4
4746,5.7,3.1,4.3,1.3
4747,5.7,2.9,4.2,1.3
4748,6.3,2.9,4.2,1.3
4749,5.1,2.4,3,1
4750,5.6,2.8,4.1,1.3
4751,6.2,3.3,6.1,2.5
4752,5.7,2.5,5,1.9
4753,6.9,3,5.8,2.1
4754,6.2,2.8,5.5,1.7
4755,6.4,3,5.7,2.2
4756,7.4,3.1,6.6,2.3
4757,4.8,2.4,4.4,1.8
4758,7.3,2.9,6.4,1.8
4759,6.8,2.4,5.8,1.9
4760,7.2,3.4,6.2,2.6
4761,6.5,3.3,5.2,2.1
4762,6.3,2.6,5.4,1.8
4763,6.7,3,5.4,2.1
4764,5.8,2.4,5,2.1
4765,5.7,2.9,5.2,2.4
4766,6.4,3.2,5.3,2.4
4767,6.3,2.8,5.4,1.7
4768,7.6,3.7,6.6,2.3
4769,7.6,2.6,6.9,2.3
4770,6,2.1,4.9,1.7
4771,6.8,3.2,5.6,2.3
4772,5.6,2.8,4.8,2.2
4773,7.7,2.9,6.5,2
4774,6.3,2.7,4.7,1.8
4775,6.7,3.3,5.7,2.1
4776,7,3,6.1,1.9
4777,6.3,2.7,4.6,1.9
4778,5.9,2.9,4.8,1.9
4779,6.3,2.7,5.6,2.2
4780,7.2,3,5.8,1.6
4781,7.2,2.9,6.1,2
4782,8,3.8,6.3,2.1
4783,6.3,2.8,5.6,2.1
4784,6.2,2.7,5.1,1.5
4785,6.1,2.5,5.5,1.4
4786,7.7,2.9,6,2.4
4787,6.2,3.3,5.6,2.5
4788,6.3,3.1,5.5,2
4789,5.8,2.9,4.7,1.8
4790,6.8,3.1,5.5,2.1
4791,6.7,3.1,5.6,2.4
4792,6.7,3.1,5,2.4
4793,5.7,2.6,5,1.9
4794,6.6,3.1,5.7,2.4
4795,6.5,3.3,5.5,2.7
4796,6.6,2.9,5,2.3
4797,6.2,2.4,4.9,1.9
4798,6.6,2.9,5.2,2.1
4799,6.2,3.5,5.2,2.4
4800,5.9,2.9,4.9,1.7
4801,4.9,3.4,1.4,0.3
4802,4.8,2.9,1.2,0.2
4803,4.7,3.1,1.2,0.2
4804,4.6,3.1,1.4,0.3
4805,5,3.5,1.5,0.3
4806,5.4,3.8,1.8,0.6
4807,4.7,3.4,1.4,0.3
4808,4.9,3.2,1.4,0.3
4809,4.4,2.8,1.4,0.3
4810,4.8,3,1.5,0.2
4811,5.4,3.7,1.5,0.3
4812,4.6,3.2,1.5,0.2
4813,4.8,3,1.5,0.2
4814,4.2,2.8,1,0.2
4815,5.9,4,1.3,0.3
4816,5.7,4.4,1.5,0.6
4817,5.3,3.7,1.4,0.4
4818,5.1,3.4,1.3,0.4
4819,5.6,3.8,1.7,0.5
4820,5,3.7,1.5,0.2
4821,5.2,3.3,1.6,0.2
4822,5.1,3.6,1.5,0.4
4823,4.6,3.5,0.9,0.4
4824,5,3.4,1.7,0.7
4825,4.7,3.5,1.8,0.3
4826,5,3,1.7,0.2
4827,5,3.5,1.6,0.5
4828,5.2,3.6,1.5,0.3
4829,5.3,3.5,1.4,0.3
4830,4.6,3.2,1.5,0.2
4831,4.8,3.1,1.7,0.3
4832,5.4,3.4,1.6,0.5
4833,5.3,4.1,1.5,0.2
4834,5.6,4.2,1.4,0.3
4835,4.8,3,1.4,0.3
4836,4.9,3.2,1.2,0.2
4837,5.4,3.4,1.2,0.1
4838,5,3,1.4,0.2
4839,4.4,2.9,1.3,0.1
4840,5.1,3.5,1.6,0.3
4841,5,3.4,1.1,0.4
4842,4.5,2.4,1.3,0.4
4843,4.3,3.2,1.3,0.2
4844,4.9,3.4,1.4,0.6
4845,5,3.7,1.8,0.3
4846,4.8,2.8,1.4,0.3
4847,5.2,3.7,1.7,0.3
4848,4.5,3.1,1.3,0.2
4849,5.2,3.7,1.4,0.2
4850,5,3.2,1.4,0.2
4851,6.9,3.1,4.6,1.4
4852,6.3,3,4.4,1.5
4853,6.8,3.1,5,1.6
4854,5.5,2.3,4,1.3
4855,6.4,2.8,4.6,1.6
4856,5.7,2.8,4.4,1.3
4857,6.3,3.2,4.6,1.6
4858,4.8,2.3,3.3,1
4859,6.6,2.7,4.6,1.4
4860,5.2,2.6,3.8,1.6
4861,5,2.1,3.5,1
4862,5.9,3,4.2,1.6
4863,6,2.3,3.9,0.9
4864,6.1,2.8,4.7,1.5
4865,5.5,2.8,3.5,1.3
4866,6.6,3.1,4.5,1.3
4867,5.5,3,4.5,1.5
4868,5.6,2.6,4.1,0.9
4869,6.1,2.1,4.6,1.4
4870,5.6,2.5,3.8,1.2
4871,5.8,3.1,4.9,1.9
4872,6,2.7,4,1.3
4873,6.3,2.4,4.9,1.5
4874,5.9,2.8,4.6,1.3
4875,6.3,2.9,4.3,1.3
4876,6.6,2.9,4.4,1.5
4877,6.8,2.7,4.6,1.3
4878,6.6,2.8,5,1.9
4879,5.9,2.7,4.5,1.5
4880,5.7,2.6,3.4,1.1
4881,5.4,2.4,3.7,1.2
4882,5.4,2.5,3.7,1.1
4883,5.7,2.6,3.8,1.2
4884,5.9,2.6,5.2,1.7
4885,5.3,2.9,4.5,1.5
4886,5.9,3.5,4.4,1.7
4887,6.6,3.1,4.6,1.7
4888,6.3,2.1,4.2,1.2
4889,5.6,2.9,4,1.3
4890,5.4,2.5,4,1.5
4891,5.3,2.6,4.3,1.1
4892,6,3.1,4.6,1.6
4893,5.9,2.4,3.9,1.3
4894,4.9,2.3,3.3,1.1
4895,5.5,2.7,4.3,1.2
4896,5.7,2.9,4.1,1.2
4897,5.6,2.8,4.3,1.4
4898,6.2,2.8,4.3,1.3
4899,5.1,2.4,2.9,1.2
4900,5.7,2.9,4.1,1.3
4901,6.2,3.1,6,2.6
4902,5.8,2.6,5.1,1.8
4903,6.9,2.9,5.7,2.1
4904,6.2,2.9,5.5,2
4905,6.4,2.9,5.8,2.3
4906,7.5,2.8,6.6,2.1
4907,4.8,2.4,4.3,1.8
4908,7.3,2.8,6.4,1.9
4909,6.7,2.4,5.8,1.8
4910,7.1,3.5,6.1,2.6
4911,6.5,3.1,4.9,1.9
4912,6.3,2.6,5.4,1.9
4913,6.7,3,5.5,2.1
4914,5.7,2.5,4.9,2
4915,5.8,2.7,5.1,2.4
4916,6.4,3.2,5.3,2.4
4917,6.4,3.1,5.5,1.8
4918,7.7,3.8,6.7,2.3
4919,7.8,2.5,6.8,2.5
4920,5.8,2.2,5,1.7
4921,6.8,3.2,5.8,2.3
4922,5.4,2.8,4.7,2
4923,7.6,2.7,6.5,2
4924,6.2,2.6,4.8,1.9
4925,6.6,3.3,5.7,2.1
4926,7.1,3.2,5.8,1.7
4927,6,2.7,4.8,1.9
4928,6.1,2.8,4.9,1.8
4929,6.2,2.8,5.4,2.3
4930,7.1,2.9,5.8,1.6
4931,7.4,2.7,6.1,2
4932,7.9,3.6,6.4,2
4933,6.5,2.7,5.5,2.3
4934,6.2,2.8,4.9,1.6
4935,6,2.7,5.7,1.5
4936,7.6,3,5.9,2.4
4937,6.3,3.3,5.6,2.5
4938,6.2,2.9,5.3,1.8
4939,5.9,3,4.8,1.9
4940,6.7,3,5.3,2.3
4941,6.6,2.9,5.7,2.4
4942,7,3.2,5.1,2.3
4943,5.6,2.8,5.1,2
4944,6.7,3.2,5.8,2.4
4945,6.7,3.2,5.7,2.6
4946,6.6,2.9,5.1,2.3
4947,6.2,2.4,4.9,2.1
4948,6.4,2.8,5.2,2
4949,6.3,3.3,5.5,2.4
4950,5.8,3,5.1,1.8
4951,5,3.4,1.3,0.2
4952,4.8,3,1.4,0.2
4953,4.6,3.2,1.2,0.3
4954,4.4,3.1,1.4,0.3
4955,5,3.6,1.4,0.2
4956,5.4,3.9,1.7,0.3
4957,4.6,3.3,1.3,0.4
4958,4.9,3.3,1.5,0.2
4959,4.3,2.8,1.3,0.3
4960,4.8,3.1,1.4,0.2
4961,5.3,3.6,1.4,0.3
4962,4.7,3.4,1.5,0.1
4963,4.8,3,1.4,0.2
4964,4.2,2.9,1,0.1
4965,5.8,3.8,1.1,0.2
4966,5.6,4.4,1.4,0.5
4967,5.4,3.8,1.3,0.4
